age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,y
38.0,0,2,1,0,2345.0,1,0,2,29.0,8,174.0,2.0,-1.0,0.0,0
37.0,1,1,1,0,-141.0,1,1,2,29.0,8,76.0,3.0,-1.0,0.0,0
57.0,1,1,1,0,-353.0,0,1,2,29.0,8,26.0,3.0,-1.0,0.0,0
35.0,1,1,1,0,628.0,1,0,2,29.0,8,455.0,2.0,-1.0,0.0,0
31.0,1,1,0,0,490.0,1,0,2,29.0,8,180.0,2.0,-1.0,0.0,0
55.0,7,0,1,0,218.0,1,0,2,29.0,8,200.0,2.0,-1.0,0.0,0
51.0,1,1,0,0,3170.0,1,0,2,29.0,8,51.0,1.0,-1.0,0.0,0
56.0,9,1,1,0,589.0,1,0,2,29.0,8,535.0,2.0,-1.0,0.0,1
50.0,7,0,1,0,28.0,1,1,2,29.0,8,313.0,2.0,-1.0,0.0,0
36.0,4,2,2,0,3462.0,1,0,2,29.0,8,101.0,1.0,-1.0,0.0,0
40.0,9,1,1,0,2715.0,1,0,2,29.0,8,125.0,2.0,-1.0,0.0,0
28.0,9,2,1,0,1.0,1,0,2,29.0,8,364.0,3.0,-1.0,0.0,0
37.0,0,2,1,0,3049.0,1,1,2,29.0,8,153.0,1.0,-1.0,0.0,0
44.0,4,1,1,0,27.0,1,0,2,29.0,8,158.0,1.0,-1.0,0.0,0
36.0,6,2,1,0,3462.0,1,0,2,29.0,8,617.0,2.0,-1.0,0.0,0
49.0,9,1,1,0,2497.0,1,0,2,29.0,8,99.0,1.0,-1.0,0.0,0
38.0,0,1,1,0,-762.0,0,0,2,29.0,8,165.0,1.0,-1.0,0.0,0
50.0,1,1,0,0,414.0,1,0,2,29.0,8,121.0,1.0,-1.0,0.0,0
44.0,7,1,1,0,361.0,1,0,2,29.0,8,217.0,1.0,-1.0,0.0,0
37.0,1,1,1,0,672.0,1,0,2,29.0,8,129.0,2.0,-1.0,0.0,0
36.0,1,1,1,0,959.0,1,0,2,29.0,8,200.0,4.0,-1.0,0.0,0
33.0,1,1,1,0,-416.0,1,0,2,29.0,8,431.0,2.0,-1.0,0.0,0
49.0,7,1,0,0,3462.0,1,0,2,29.0,8,417.0,2.0,-1.0,0.0,0
45.0,0,1,0,0,895.0,1,0,2,29.0,8,480.0,2.0,-1.0,0.0,0
51.0,1,0,0,0,-413.0,1,0,2,29.0,8,331.0,4.0,-1.0,0.0,0
50.0,4,1,1,0,914.0,1,0,2,29.0,8,359.0,3.0,-1.0,0.0,0
53.0,1,1,1,0,1202.0,1,0,2,29.0,8,332.0,2.0,-1.0,0.0,0
58.0,1,1,0,0,0.0,1,0,2,29.0,8,535.0,2.0,-1.0,0.0,0
51.0,7,1,1,0,3462.0,1,0,2,29.0,8,147.0,2.0,-1.0,0.0,0
43.0,9,2,1,0,799.0,1,1,2,29.0,8,13.0,3.0,-1.0,0.0,0
43.0,9,1,1,0,3462.0,1,0,2,29.0,8,643.0,2.0,-1.0,0.0,0
41.0,1,1,0,0,943.0,1,0,2,29.0,8,242.0,3.0,-1.0,0.0,0
33.0,4,1,2,0,455.0,1,1,2,29.0,8,122.0,6.0,-1.0,0.0,0
32.0,0,1,1,0,340.0,1,0,2,29.0,8,643.0,1.0,-1.0,0.0,0
35.0,1,1,1,0,3462.0,1,0,2,29.0,8,97.0,1.0,-1.0,0.0,0
39.0,9,2,1,0,556.0,1,0,2,29.0,8,322.0,1.0,-1.0,0.0,0
45.0,0,1,1,0,-261.0,1,0,2,29.0,8,144.0,1.0,-1.0,0.0,0
39.0,1,1,0,0,481.0,1,0,2,29.0,8,376.0,1.0,-1.0,0.0,0
41.0,0,2,1,0,2015.0,1,0,2,29.0,8,480.0,6.0,-1.0,0.0,0
52.0,1,1,1,0,691.0,1,0,2,29.0,8,158.0,1.0,-1.0,0.0,0
46.0,0,2,1,0,1544.0,1,0,2,29.0,8,609.0,1.0,-1.0,0.0,0
35.0,1,2,1,0,219.0,1,1,2,29.0,8,161.0,1.0,-1.0,0.0,0
36.0,0,1,2,0,828.0,1,0,2,29.0,8,116.0,1.0,-1.0,0.0,0
35.0,0,0,1,0,356.0,1,0,2,29.0,8,76.0,1.0,-1.0,0.0,0
53.0,4,0,2,0,195.0,1,0,2,29.0,8,217.0,1.0,-1.0,0.0,0
52.0,4,2,2,0,2076.0,1,0,2,29.0,8,112.0,1.0,-1.0,0.0,0
41.0,7,1,1,0,2399.0,1,0,2,29.0,8,607.0,2.0,-1.0,0.0,0
56.0,4,1,1,0,0.0,1,0,2,29.0,8,643.0,1.0,-1.0,0.0,0
37.0,1,1,1,0,1731.0,1,1,2,29.0,8,148.0,4.0,-1.0,0.0,0
35.0,4,1,1,0,97.0,1,0,2,29.0,8,135.0,4.0,-1.0,0.0,0
33.0,1,2,0,0,127.0,1,0,2,29.0,8,643.0,2.0,-1.0,0.0,1
39.0,4,1,2,0,0.0,1,0,2,29.0,8,184.0,2.0,-1.0,0.0,0
40.0,1,1,1,0,0.0,1,1,2,29.0,8,245.0,3.0,-1.0,0.0,0
53.0,7,1,1,0,1788.0,1,0,2,29.0,8,253.0,2.0,-1.0,0.0,0
34.0,0,1,1,0,1365.0,1,0,2,29.0,8,293.0,2.0,-1.0,0.0,0
35.0,4,1,1,0,1.0,1,0,2,29.0,8,246.0,2.0,-1.0,0.0,0
46.0,10,1,1,0,2940.0,1,0,2,29.0,8,195.0,2.0,-1.0,0.0,0
42.0,4,1,2,0,-1485.0,1,0,2,29.0,8,221.0,2.0,-1.0,0.0,0
42.0,4,1,2,0,3462.0,1,0,2,29.0,8,166.0,3.0,-1.0,0.0,0
41.0,1,1,1,0,239.0,0,0,2,29.0,8,385.0,2.0,-1.0,0.0,0
27.0,4,2,2,0,3462.0,1,0,2,29.0,8,643.0,3.0,-1.0,0.0,1
49.0,4,1,1,0,367.0,1,0,2,29.0,8,85.0,6.0,-1.0,0.0,0
35.0,0,0,1,0,869.0,1,0,2,29.0,8,173.0,1.0,-1.0,0.0,0
45.0,1,1,1,0,1778.0,1,0,2,29.0,8,48.0,5.0,-1.0,0.0,0
49.0,2,1,0,0,3112.0,1,0,2,29.0,8,410.0,3.0,-1.0,0.0,0
36.0,9,1,0,0,3462.0,1,0,2,29.0,8,311.0,3.0,-1.0,0.0,0
40.0,0,1,1,0,223.0,1,0,2,29.0,8,81.0,1.0,-1.0,0.0,0
33.0,8,2,2,0,254.0,1,0,2,29.0,8,558.0,6.0,-1.0,0.0,0
48.0,1,1,0,0,219.0,1,0,2,29.0,8,109.0,4.0,-1.0,0.0,0
60.0,9,0,2,0,1900.0,1,0,2,29.0,8,77.0,3.0,-1.0,0.0,0
39.0,1,2,1,0,885.0,1,0,2,29.0,8,70.0,6.0,-1.0,0.0,0
36.0,4,1,2,0,-1312.0,1,1,2,29.0,8,229.0,4.0,-1.0,0.0,0
38.0,9,0,1,0,1294.0,1,0,2,29.0,8,565.0,1.0,-1.0,0.0,0
50.0,9,1,1,0,1268.0,1,1,2,29.0,8,145.0,2.0,-1.0,0.0,0
30.0,0,1,1,0,873.0,1,0,2,29.0,8,643.0,3.0,-1.0,0.0,1
39.0,1,1,1,0,11.0,0,0,2,29.0,8,199.0,2.0,-1.0,0.0,0
43.0,0,0,1,0,3350.0,1,1,2,29.0,8,488.0,1.0,-1.0,0.0,0
40.0,7,1,1,0,-116.0,1,0,2,29.0,8,176.0,3.0,-1.0,0.0,0
27.0,7,2,1,0,2457.0,1,0,2,29.0,8,123.0,4.0,-1.0,0.0,0
44.0,4,1,2,0,612.0,1,0,2,29.0,8,88.0,2.0,-1.0,0.0,0
32.0,1,2,1,0,3462.0,1,1,2,29.0,8,643.0,4.0,-1.0,0.0,0
42.0,1,1,1,0,1123.0,1,0,2,29.0,8,105.0,3.0,-1.0,0.0,0
55.0,4,1,2,0,856.0,1,1,2,29.0,8,101.0,4.0,-1.0,0.0,0
45.0,1,1,0,0,19.0,1,0,2,29.0,8,33.0,2.0,-1.0,0.0,0
51.0,4,0,1,0,3348.0,1,0,2,29.0,8,122.0,2.0,-1.0,0.0,0
37.0,4,1,2,0,21.0,1,0,2,29.0,8,52.0,2.0,-1.0,0.0,0
48.0,9,1,1,0,256.0,1,0,2,29.0,8,150.0,4.0,-1.0,0.0,0
34.0,4,0,2,0,500.0,1,0,2,29.0,8,399.0,1.0,-1.0,0.0,0
33.0,9,1,2,0,3462.0,1,0,2,29.0,8,58.0,1.0,-1.0,0.0,0
30.0,0,1,1,0,2931.0,1,0,2,29.0,8,199.0,3.0,-1.0,0.0,0
39.0,9,1,1,0,3032.0,0,0,2,29.0,8,260.0,1.0,-1.0,0.0,0
33.0,1,2,1,0,12.0,1,0,2,29.0,8,241.0,4.0,-1.0,0.0,0
24.0,8,2,1,0,2530.0,1,0,2,29.0,8,399.0,5.0,-1.0,0.0,0
41.0,1,2,1,0,646.0,1,0,2,29.0,8,40.0,2.0,-1.0,0.0,0
35.0,0,0,1,0,45.0,1,0,2,29.0,8,167.0,1.0,-1.0,0.0,0
28.0,9,1,1,0,1180.0,1,0,2,29.0,8,637.0,3.0,-1.0,0.0,0
38.0,1,1,0,0,498.0,1,0,2,29.0,8,107.0,2.0,-1.0,0.0,0
50.0,4,0,2,0,738.0,1,1,2,29.0,8,68.0,1.0,-1.0,0.0,0
56.0,9,1,0,0,675.0,1,0,2,29.0,8,137.0,1.0,-1.0,0.0,0
34.0,4,1,2,0,581.0,1,0,2,29.0,8,182.0,1.0,-1.0,0.0,0
41.0,2,1,2,0,1065.0,1,1,2,29.0,8,553.0,1.0,-1.0,0.0,0
34.0,0,2,1,0,10.0,0,1,2,29.0,8,310.0,3.0,-1.0,0.0,0
51.0,1,1,0,0,1491.0,1,0,2,29.0,8,206.0,3.0,-1.0,0.0,0
49.0,4,1,2,0,-151.0,1,0,2,29.0,8,119.0,2.0,-1.0,0.0,0
30.0,1,1,0,0,179.0,1,0,2,29.0,8,643.0,2.0,-1.0,0.0,0
45.0,1,0,0,0,594.0,1,0,2,29.0,8,643.0,2.0,-1.0,0.0,1
38.0,9,1,1,0,381.0,1,0,2,29.0,8,126.0,2.0,-1.0,0.0,0
50.0,4,1,2,0,2488.0,1,0,2,29.0,8,91.0,2.0,-1.0,0.0,0
31.0,9,1,1,0,222.0,1,0,2,29.0,8,251.0,4.0,-1.0,0.0,0
41.0,1,1,0,0,-252.0,1,0,2,29.0,8,166.0,5.0,-1.0,0.0,0
35.0,4,2,2,0,870.0,1,0,2,29.0,8,188.0,6.0,-1.0,0.0,0
50.0,0,1,0,0,429.0,0,0,2,29.0,8,60.0,2.0,-1.0,0.0,0
29.0,8,2,1,0,1093.0,1,0,2,29.0,8,368.0,2.0,-1.0,0.0,0
46.0,1,1,0,0,684.0,1,0,2,29.0,8,414.0,2.0,-1.0,0.0,0
42.0,2,1,1,0,0.0,1,1,2,29.0,8,128.0,3.0,-1.0,0.0,0
43.0,1,2,1,0,747.0,0,0,2,29.0,8,643.0,2.0,-1.0,0.0,0
30.0,4,1,2,0,623.0,1,0,2,29.0,8,512.0,5.0,-1.0,0.0,0
38.0,1,1,0,0,1131.0,1,0,2,29.0,8,102.0,3.0,-1.0,0.0,0
35.0,4,1,2,0,1550.0,1,0,2,29.0,8,643.0,2.0,-1.0,0.0,0
45.0,4,1,2,0,1929.0,1,0,2,29.0,8,44.0,6.0,-1.0,0.0,0
41.0,3,0,2,0,3462.0,1,0,2,29.0,8,162.0,2.0,-1.0,0.0,0
52.0,9,1,1,0,963.0,1,0,2,29.0,8,74.0,2.0,-1.0,0.0,0
38.0,7,0,0,0,92.0,1,1,2,29.0,8,118.0,3.0,-1.0,0.0,0
40.0,3,1,2,0,795.0,1,0,2,29.0,8,643.0,3.0,-1.0,0.0,0
31.0,1,1,0,0,3283.0,1,0,2,29.0,8,100.0,5.0,-1.0,0.0,0
42.0,9,1,1,0,-158.0,1,0,2,29.0,8,124.0,3.0,-1.0,0.0,0
36.0,7,1,1,0,0.0,0,0,2,29.0,8,643.0,2.0,-1.0,0.0,0
36.0,4,2,2,0,891.0,1,0,2,29.0,8,233.0,5.0,-1.0,0.0,0
33.0,9,1,1,0,1844.0,1,0,2,29.0,8,241.0,3.0,-1.0,0.0,0
39.0,1,0,1,0,94.0,1,0,2,29.0,8,430.0,1.0,-1.0,0.0,0
37.0,4,1,2,0,-113.0,1,0,2,29.0,8,219.0,3.0,-1.0,0.0,0
49.0,1,1,1,0,0.0,1,0,2,29.0,8,67.0,2.0,-1.0,0.0,0
37.0,9,1,2,0,472.0,1,0,2,29.0,8,294.0,3.0,-1.0,0.0,0
38.0,1,1,1,0,976.0,1,0,2,29.0,8,318.0,2.0,-1.0,0.0,0
33.0,1,1,0,0,233.0,1,0,2,29.0,8,428.0,1.0,-1.0,0.0,0
35.0,1,1,1,0,807.0,1,0,2,29.0,8,643.0,3.0,-1.0,0.0,0
45.0,0,1,1,0,142.0,1,1,2,29.0,8,110.0,3.0,-1.0,0.0,0
32.0,4,2,2,0,1731.0,1,1,2,29.0,8,323.0,3.0,-1.0,0.0,0
55.0,5,1,1,0,2749.0,1,1,2,29.0,8,58.0,2.0,-1.0,0.0,0
43.0,4,1,2,1,-3372.0,1,0,2,29.0,8,386.0,2.0,-1.0,0.0,0
40.0,1,1,1,0,100.0,1,0,2,29.0,8,218.0,2.0,-1.0,0.0,0
34.0,9,1,1,0,149.0,1,0,2,29.0,8,153.0,2.0,-1.0,0.0,0
55.0,5,0,0,0,53.0,1,0,2,29.0,8,84.0,2.0,-1.0,0.0,0
58.0,1,1,0,0,3462.0,0,0,2,29.0,8,130.0,2.0,-1.0,0.0,0
37.0,0,1,1,0,99.0,1,0,2,29.0,8,113.0,2.0,-1.0,0.0,0
45.0,1,1,1,0,90.0,1,0,2,29.0,8,643.0,6.0,-1.0,0.0,0
28.0,7,2,1,0,3462.0,1,0,2,29.0,8,76.0,4.0,-1.0,0.0,0
25.0,1,2,1,0,1429.0,1,0,2,29.0,8,187.0,3.0,-1.0,0.0,0
39.0,4,2,1,0,835.0,1,0,2,29.0,8,587.0,4.0,-1.0,0.0,0
46.0,1,1,0,0,-169.0,0,1,2,29.0,8,336.0,3.0,-1.0,0.0,0
39.0,0,1,1,1,0.0,0,0,2,29.0,8,59.0,3.0,-1.0,0.0,0
31.0,8,2,2,0,479.0,1,0,2,29.0,8,72.0,6.0,-1.0,0.0,0
47.0,0,1,1,0,869.0,1,0,2,29.0,8,216.0,2.0,-1.0,0.0,0
54.0,1,0,1,0,0.0,1,1,2,29.0,8,273.0,2.0,-1.0,0.0,0
29.0,1,2,1,0,-125.0,1,0,2,29.0,8,198.0,3.0,-1.0,0.0,0
38.0,1,2,1,0,522.0,1,0,2,29.0,8,347.0,2.0,-1.0,0.0,0
29.0,9,2,1,0,404.0,1,0,2,29.0,8,286.0,2.0,-1.0,0.0,0
31.0,4,2,2,0,524.0,1,1,2,29.0,8,643.0,2.0,-1.0,0.0,0
36.0,4,2,2,0,0.0,1,0,2,29.0,8,211.0,6.0,-1.0,0.0,0
34.0,9,0,1,0,-276.0,1,0,2,29.0,8,175.0,3.0,-1.0,0.0,0
54.0,4,1,2,0,107.0,1,0,2,29.0,8,324.0,3.0,-1.0,0.0,0
56.0,1,1,0,0,1798.0,1,0,2,29.0,8,228.0,3.0,-1.0,0.0,0
31.0,4,2,2,0,457.0,1,0,2,29.0,8,38.0,6.0,-1.0,0.0,0
28.0,4,2,2,0,1086.0,1,0,2,29.0,8,128.0,2.0,-1.0,0.0,0
58.0,4,1,2,0,3462.0,1,0,2,29.0,8,96.0,2.0,-1.0,0.0,0
45.0,0,1,1,0,3462.0,1,0,2,29.0,8,18.0,6.0,-1.0,0.0,0
37.0,0,2,1,0,0.0,1,0,2,29.0,8,147.0,4.0,-1.0,0.0,0
47.0,1,1,1,0,0.0,1,0,2,29.0,8,135.0,2.0,-1.0,0.0,0
47.0,1,1,1,0,762.0,1,0,2,29.0,8,56.0,3.0,-1.0,0.0,0
41.0,1,1,1,0,51.0,1,0,2,29.0,8,39.0,6.0,-1.0,0.0,0
52.0,10,1,1,0,32.0,1,0,2,29.0,8,144.0,5.0,-1.0,0.0,0
42.0,9,1,1,0,2.0,0,0,2,29.0,8,249.0,2.0,-1.0,0.0,0
48.0,0,1,2,0,960.0,1,0,2,29.0,8,286.0,3.0,-1.0,0.0,0
32.0,9,0,1,0,211.0,1,1,2,29.0,8,230.0,4.0,-1.0,0.0,0
31.0,0,2,1,0,0.0,1,1,2,29.0,8,183.0,3.0,-1.0,0.0,0
59.0,9,1,0,0,3163.0,1,0,2,29.0,8,240.0,2.0,-1.0,0.0,0
45.0,3,1,1,0,1041.0,1,0,2,29.0,8,238.0,3.0,-1.0,0.0,0
38.0,1,1,0,0,714.0,1,0,2,29.0,8,225.0,3.0,-1.0,0.0,0
56.0,7,1,1,0,705.0,1,0,2,29.0,8,151.0,2.0,-1.0,0.0,0
37.0,1,1,0,0,1053.0,1,0,2,29.0,8,194.0,2.0,-1.0,0.0,0
29.0,4,1,2,0,1366.0,1,0,2,29.0,8,273.0,3.0,-1.0,0.0,0
40.0,1,0,1,0,1171.0,1,0,2,29.0,8,431.0,2.0,-1.0,0.0,0
59.0,5,1,1,0,3462.0,1,0,2,29.0,8,57.0,2.0,-1.0,0.0,0
29.0,1,2,1,0,-20.0,1,0,2,29.0,8,643.0,2.0,-1.0,0.0,1
25.0,10,1,1,0,285.0,1,0,2,29.0,8,643.0,2.0,-1.0,0.0,0
51.0,1,1,0,0,844.0,1,0,2,29.0,8,184.0,3.0,-1.0,0.0,0
38.0,4,0,2,0,3462.0,1,0,2,29.0,8,643.0,2.0,-1.0,0.0,1
42.0,1,1,1,0,205.0,1,1,2,29.0,8,313.0,2.0,-1.0,0.0,0
32.0,1,1,1,0,298.0,1,0,2,29.0,8,142.0,6.0,-1.0,0.0,0
31.0,7,2,1,0,203.0,1,0,2,29.0,8,442.0,3.0,-1.0,0.0,0
34.0,1,1,0,0,1031.0,1,0,2,29.0,8,643.0,3.0,-1.0,0.0,1
43.0,9,1,1,0,-235.0,1,1,2,29.0,8,260.0,2.0,-1.0,0.0,0
42.0,0,2,0,0,629.0,1,0,2,29.0,8,164.0,3.0,-1.0,0.0,0
30.0,1,1,1,0,125.0,1,0,2,29.0,8,238.0,2.0,-1.0,0.0,0
53.0,1,1,0,0,95.0,1,0,2,29.0,8,53.0,3.0,-1.0,0.0,0
48.0,1,1,1,0,2201.0,1,0,2,29.0,8,364.0,2.0,-1.0,0.0,0
32.0,4,2,2,0,406.0,0,0,2,29.0,8,35.0,6.0,-1.0,0.0,0
29.0,1,2,1,0,0.0,1,0,2,29.0,8,106.0,4.0,-1.0,0.0,0
27.0,9,2,1,0,357.0,1,0,2,29.0,8,382.0,3.0,-1.0,0.0,0
39.0,1,1,0,0,0.0,0,0,2,29.0,8,191.0,5.0,-1.0,0.0,0
40.0,1,1,1,0,271.0,1,0,2,29.0,8,483.0,2.0,-1.0,0.0,0
40.0,4,1,1,0,1576.0,1,1,2,29.0,8,253.0,3.0,-1.0,0.0,0
46.0,1,1,1,0,0.0,1,0,2,29.0,8,328.0,2.0,-1.0,0.0,0
34.0,7,1,1,0,88.0,1,1,2,29.0,8,82.0,2.0,-1.0,0.0,0
58.0,9,1,1,0,3462.0,1,0,2,29.0,8,348.0,3.0,-1.0,0.0,0
49.0,1,1,0,0,287.0,1,0,2,29.0,8,155.0,2.0,-1.0,0.0,0
30.0,1,1,1,0,486.0,1,0,2,29.0,8,643.0,3.0,-1.0,0.0,1
44.0,1,2,0,0,1593.0,1,0,2,29.0,8,643.0,3.0,-1.0,0.0,1
53.0,1,1,1,0,1852.0,1,0,2,29.0,8,134.0,4.0,-1.0,0.0,0
30.0,7,0,1,0,63.0,1,0,2,29.0,8,96.0,5.0,-1.0,0.0,0
30.0,1,2,1,0,17.0,1,0,2,29.0,8,197.0,6.0,-1.0,0.0,0
37.0,4,1,2,0,1689.0,1,0,2,29.0,8,643.0,2.0,-1.0,0.0,0
39.0,1,1,1,0,0.0,1,0,2,29.0,8,209.0,3.0,-1.0,0.0,0
27.0,0,2,1,0,-181.0,1,1,2,29.0,8,81.0,4.0,-1.0,0.0,0
46.0,9,1,1,0,2527.0,1,1,2,29.0,8,201.0,3.0,-1.0,0.0,0
32.0,1,1,1,0,544.0,0,0,2,29.0,8,69.0,3.0,-1.0,0.0,0
47.0,7,1,1,0,795.0,1,0,2,29.0,8,42.0,3.0,-1.0,0.0,0
56.0,9,2,1,0,3462.0,1,0,2,29.0,8,248.0,3.0,-1.0,0.0,0
35.0,1,2,1,0,1253.0,0,0,2,29.0,8,643.0,2.0,-1.0,0.0,0
58.0,6,1,2,0,-81.0,0,0,2,29.0,8,54.0,6.0,-1.0,0.0,0
30.0,1,2,1,0,196.0,1,0,2,29.0,8,91.0,6.0,-1.0,0.0,0
40.0,1,1,1,0,1100.0,1,0,2,29.0,8,643.0,2.0,-1.0,0.0,0
34.0,1,1,0,0,425.0,1,0,2,29.0,8,182.0,6.0,-1.0,0.0,0
52.0,1,1,0,0,17.0,1,0,2,29.0,8,30.0,2.0,-1.0,0.0,0
28.0,7,1,1,0,222.0,1,0,2,29.0,8,101.0,6.0,-1.0,0.0,0
44.0,7,0,1,0,496.0,1,1,2,29.0,8,54.0,6.0,-1.0,0.0,0
38.0,4,2,2,0,3462.0,1,0,2,29.0,8,374.0,4.0,-1.0,0.0,0
30.0,7,2,2,0,3462.0,1,0,2,29.0,8,447.0,4.0,-1.0,0.0,0
36.0,1,1,0,1,-1168.0,1,0,2,29.0,8,216.0,6.0,-1.0,0.0,0
31.0,1,2,0,0,-502.0,1,0,2,29.0,8,76.0,4.0,-1.0,0.0,0
42.0,1,1,0,0,163.0,1,0,2,29.0,8,62.0,6.0,-1.0,0.0,0
51.0,4,2,2,0,3087.0,1,0,2,29.0,8,86.0,4.0,-1.0,0.0,0
44.0,1,1,1,0,3462.0,1,0,2,29.0,8,23.0,6.0,-1.0,0.0,0
58.0,1,1,1,0,1298.0,1,0,2,29.0,8,516.0,4.0,-1.0,0.0,0
32.0,4,2,2,0,3462.0,1,1,2,29.0,8,151.0,6.0,-1.0,0.0,0
44.0,1,1,1,0,-431.0,1,0,2,29.0,8,52.0,6.0,-1.0,0.0,0
25.0,1,1,0,0,172.0,1,0,2,29.0,8,95.0,3.0,-1.0,0.0,0
46.0,2,1,0,0,171.0,1,0,2,29.0,8,52.0,3.0,-1.0,0.0,0
54.0,1,1,1,0,3462.0,1,0,2,29.0,8,421.0,3.0,-1.0,0.0,0
46.0,4,1,2,0,385.0,1,0,2,29.0,8,52.0,4.0,-1.0,0.0,0
45.0,7,1,1,0,561.0,1,0,2,29.0,8,340.0,6.0,-1.0,0.0,0
20.0,8,2,2,0,2764.0,1,0,2,29.0,8,139.0,2.0,-1.0,0.0,0
26.0,7,0,1,0,1600.0,1,1,2,30.0,8,288.0,3.0,-1.0,0.0,0
36.0,9,1,1,0,1345.0,1,0,2,30.0,8,231.0,3.0,-1.0,0.0,0
44.0,9,1,1,0,378.0,1,0,2,30.0,8,203.0,2.0,-1.0,0.0,0
40.0,1,1,0,0,-476.0,1,0,2,30.0,8,105.0,2.0,-1.0,0.0,0
43.0,1,1,1,1,-715.0,1,0,2,30.0,8,67.0,3.0,-1.0,0.0,0
44.0,1,1,1,0,2885.0,1,0,2,30.0,8,63.0,3.0,-1.0,0.0,0
46.0,1,1,0,0,476.0,1,0,2,30.0,8,311.0,4.0,-1.0,0.0,0
49.0,0,1,1,0,2501.0,1,0,2,30.0,8,50.0,2.0,-1.0,0.0,0
24.0,8,2,1,0,7.0,1,0,2,30.0,8,86.0,3.0,-1.0,0.0,0
33.0,1,1,0,0,331.0,1,0,2,30.0,8,139.0,3.0,-1.0,0.0,0
33.0,7,1,1,0,1785.0,1,0,2,30.0,8,287.0,6.0,-1.0,0.0,0
46.0,2,1,0,0,1757.0,1,0,2,30.0,8,396.0,3.0,-1.0,0.0,0
36.0,1,1,1,0,604.0,1,0,2,30.0,8,235.0,1.0,-1.0,0.0,0
44.0,4,1,2,0,1732.0,1,0,2,30.0,8,43.0,1.0,-1.0,0.0,0
36.0,4,1,1,0,1898.0,1,1,2,30.0,8,233.0,1.0,-1.0,0.0,0
40.0,7,0,1,0,1959.0,1,0,2,30.0,8,177.0,1.0,-1.0,0.0,0
37.0,1,1,0,0,949.0,1,0,2,30.0,8,149.0,1.0,-1.0,0.0,0
37.0,6,0,2,0,601.0,1,0,2,30.0,8,422.0,1.0,-1.0,0.0,0
50.0,9,1,2,0,3462.0,1,0,2,30.0,8,83.0,1.0,-1.0,0.0,0
40.0,1,0,0,0,548.0,1,1,2,30.0,8,324.0,1.0,-1.0,0.0,0
38.0,1,1,0,0,563.0,1,0,2,30.0,8,287.0,1.0,-1.0,0.0,0
55.0,1,1,1,0,471.0,1,0,2,30.0,8,58.0,2.0,-1.0,0.0,0
37.0,9,1,1,0,490.0,1,0,2,30.0,8,226.0,1.0,-1.0,0.0,0
52.0,4,1,1,0,428.0,1,0,2,30.0,8,153.0,1.0,-1.0,0.0,0
60.0,6,1,0,0,1226.0,1,0,2,30.0,8,151.0,3.0,-1.0,0.0,0
38.0,3,1,2,0,3462.0,1,0,2,30.0,8,31.0,1.0,-1.0,0.0,0
33.0,4,2,2,0,923.0,1,0,2,30.0,8,118.0,6.0,-1.0,0.0,0
36.0,4,2,2,0,3462.0,1,0,2,30.0,8,643.0,1.0,-1.0,0.0,1
37.0,9,2,1,0,864.0,1,0,2,30.0,8,171.0,1.0,-1.0,0.0,0
26.0,7,2,1,1,-599.0,1,1,2,30.0,8,62.0,3.0,-1.0,0.0,0
38.0,2,2,1,0,473.0,1,1,2,30.0,8,133.0,4.0,-1.0,0.0,0
50.0,2,1,0,0,237.0,1,1,2,30.0,8,184.0,4.0,-1.0,0.0,0
33.0,1,1,1,0,-338.0,1,0,2,30.0,8,91.0,6.0,-1.0,0.0,0
44.0,10,0,0,0,757.0,0,0,2,30.0,8,498.0,4.0,-1.0,0.0,0
27.0,1,1,1,0,-442.0,1,0,2,30.0,8,85.0,6.0,-1.0,0.0,0
37.0,9,2,1,0,1255.0,1,0,2,30.0,8,224.0,2.0,-1.0,0.0,0
25.0,8,2,1,0,1790.0,0,0,2,30.0,8,242.0,3.0,-1.0,0.0,0
34.0,1,2,1,0,68.0,1,0,2,30.0,8,192.0,6.0,-1.0,0.0,0
44.0,7,2,1,0,-389.0,1,0,2,30.0,8,207.0,4.0,-1.0,0.0,0
40.0,9,2,1,0,3462.0,1,0,2,30.0,8,553.0,3.0,-1.0,0.0,1
43.0,0,1,1,0,1807.0,1,1,2,30.0,8,643.0,1.0,-1.0,0.0,0
35.0,7,1,1,0,0.0,0,0,2,30.0,8,147.0,6.0,-1.0,0.0,0
55.0,4,0,0,0,3462.0,1,0,2,30.0,8,87.0,1.0,-1.0,0.0,0
42.0,4,1,2,0,2440.0,1,0,2,30.0,8,199.0,2.0,-1.0,0.0,0
55.0,0,2,1,0,1854.0,1,0,2,30.0,8,34.0,2.0,-1.0,0.0,0
30.0,1,2,1,0,931.0,1,0,2,30.0,8,65.0,6.0,-1.0,0.0,0
53.0,4,1,2,0,146.0,0,0,2,30.0,8,150.0,1.0,-1.0,0.0,0
50.0,4,1,2,0,3462.0,1,0,2,30.0,8,57.0,1.0,-1.0,0.0,0
55.0,9,0,2,0,0.0,1,0,2,30.0,8,234.0,1.0,-1.0,0.0,0
35.0,1,2,0,0,293.0,1,0,2,30.0,8,521.0,2.0,-1.0,0.0,0
58.0,5,1,1,0,987.0,1,0,2,30.0,8,555.0,1.0,-1.0,0.0,0
56.0,7,0,1,0,1877.0,1,0,2,30.0,8,86.0,1.0,-1.0,0.0,0
